1,15519,785,1,17,24386.67,0.04,0.02,N,O,1996-03-13,1996-02-12,1996-03-22,DELIVER IN PERSON,TRUCK,egular courts above the,
1,6731,732,2,36,58958.28,0.09,0.06,N,O,1996-04-12,1996-02-28,1996-04-20,TAKE BACK RETURN,MAIL,ly final dependencies: slyly bold ,
1,6370,371,3,8,10210.96,0.10,0.02,N,O,1996-01-29,1996-03-05,1996-01-31,TAKE BACK RETURN,REG AIR,riously. regular, express dep,
1,214,465,4,28,31197.88,0.09,0.06,N,O,1996-04-21,1996-03-30,1996-05-16,NONE,AIR,lites. fluffily even de,
1,2403,160,5,24,31329.60,0.10,0.04,N,O,1996-03-30,1996-03-14,1996-04-01,NONE,FOB, pending foxes. slyly re,
1,1564,67,6,32,46897.92,0.07,0.02,N,O,1996-01-30,1996-02-07,1996-02-03,DELIVER IN PERSON,MAIL,arefully slyly ex,
2,10617,138,1,38,58049.18,0.00,0.05,N,O,1997-01-28,1997-01-14,1997-02-02,TAKE BACK RETURN,RAIL,ven requests. deposits breach a,
3,430,181,1,45,59869.35,0.06,0.00,R,F,1994-02-02,1994-01-04,1994-02-23,NONE,AIR,ongside of the furiously brave acco,
3,1904,658,2,49,88489.10,0.10,0.00,R,F,1993-11-09,1993-12-20,1993-11-24,TAKE BACK RETURN,RAIL, unusual accounts. eve,
3,12845,370,3,27,47461.68,0.06,0.07,A,F,1994-01-16,1993-11-22,1994-01-23,DELIVER IN PERSON,SHIP,nal foxes wake. ,
3,2938,191,4,2,3681.86,0.01,0.06,A,F,1993-12-04,1994-01-07,1994-01-01,NONE,TRUCK,y. fluffily pending d,
3,18310,115,5,28,34392.68,0.04,0.00,R,F,1993-12-14,1994-01-10,1994-01-01,TAKE BACK RETURN,FOB,ages nag slyly pending,
3,6215,984,6,26,29151.46,0.10,0.02,A,F,1993-10-29,1993-12-18,1993-11-04,TAKE BACK RETURN,RAIL,ges sleep after the caref,
4,8804,579,1,30,51384.00,0.03,0.08,N,O,1996-01-10,1995-12-14,1996-01-18,DELIVER IN PERSON,REG AIR,- quickly regular packages sleep. idly,
5,10857,858,1,15,26517.75,0.02,0.04,R,F,1994-10-31,1994-08-31,1994-11-20,NONE,AIR,ts wake furiously ,
5,12393,394,2,26,33940.14,0.07,0.08,R,F,1994-10-16,1994-09-25,1994-10-19,NONE,FOB,sts use slyly quickly special instruc,
5,3754,8,3,50,82887.50,0.08,0.03,A,F,1994-08-08,1994-10-13,1994-08-26,DELIVER IN PERSON,AIR,eodolites. fluffily unusual,
6,13964,228,1,37,69484.52,0.08,0.03,A,F,1992-04-27,1992-05-15,1992-05-02,TAKE BACK RETURN,TRUCK,p furiously special foxes,
7,18206,11,1,12,13490.40,0.07,0.03,N,O,1996-05-07,1996-03-13,1996-06-03,TAKE BACK RETURN,FOB,ss pinto beans wake against th,
7,14525,790,2,9,12955.68,0.08,0.08,N,O,1996-02-01,1996-03-02,1996-02-19,TAKE BACK RETURN,SHIP,es. instructions,
7,9478,997,3,46,63823.62,0.10,0.07,N,O,1996-01-15,1996-03-27,1996-02-03,COLLECT COD,MAIL, unusual reques,
7,16308,309,4,28,34280.40,0.03,0.04,N,O,1996-03-21,1996-04-08,1996-04-20,NONE,FOB,. slyly special requests haggl,
7,15190,986,5,38,41997.22,0.08,0.01,N,O,1996-02-11,1996-02-24,1996-02-18,DELIVER IN PERSON,TRUCK,ns haggle carefully ironic deposits. bl,
7,7926,184,6,35,64187.20,0.06,0.03,N,O,1996-01-16,1996-02-23,1996-01-22,TAKE BACK RETURN,FOB,jole. excuses wake carefully alongside of ,
7,15724,255,7,5,8198.60,0.04,0.02,N,O,1996-02-10,1996-03-26,1996-02-13,NONE,FOB,ithely regula,
32,8271,788,1,28,33019.56,0.05,0.08,N,O,1995-10-23,1995-08-27,1995-10-26,TAKE BACK RETURN,TRUCK,sleep quickly. req,
32,19793,63,2,32,54809.28,0.02,0.00,N,O,1995-08-14,1995-10-07,1995-08-27,COLLECT COD,AIR,lithely regular deposits. fluffily ,
32,4417,672,3,2,2642.82,0.09,0.02,N,O,1995-08-07,1995-10-07,1995-08-23,DELIVER IN PERSON,AIR, express accounts wake according to the,
32,275,776,4,4,4701.08,0.09,0.03,N,O,1995-08-04,1995-10-01,1995-09-03,NONE,REG AIR,e slyly final pac,
32,8582,841,5,44,65585.52,0.05,0.06,N,O,1995-08-28,1995-08-20,1995-09-14,DELIVER IN PERSON,AIR,symptotes nag according to the ironic depo,
32,1162,414,6,6,6378.96,0.04,0.03,N,O,1995-07-21,1995-09-23,1995-07-25,COLLECT COD,RAIL, gifts cajole carefully.,
33,6134,903,1,31,32244.03,0.09,0.04,A,F,1993-10-29,1993-12-19,1993-11-08,COLLECT COD,TRUCK,ng to the furiously ironic package,
33,6052,565,2,32,30657.60,0.02,0.05,A,F,1993-12-09,1994-01-04,1993-12-28,COLLECT COD,MAIL,gular theodolites,
33,13747,11,3,5,8303.70,0.05,0.03,A,F,1993-12-09,1993-12-25,1993-12-23,TAKE BACK RETURN,AIR,. stealthily bold exc,
33,3392,393,4,41,53110.99,0.09,0.00,R,F,1993-11-09,1994-01-24,1993-11-11,TAKE BACK RETURN,MAIL,unusual packages doubt caref,
34,8837,96,1,13,22695.79,0.00,0.07,N,O,1998-10-23,1998-09-14,1998-11-06,NONE,REG AIR,nic accounts. deposits are alon,
34,8942,201,2,22,40720.68,0.08,0.06,N,O,1998-10-09,1998-10-16,1998-10-12,NONE,FOB,thely slyly p,
34,16955,488,3,6,11231.70,0.02,0.06,N,O,1998-10-30,1998-09-20,1998-11-05,NONE,FOB,ar foxes sleep ,
35,45,296,1,24,22680.96,0.02,0.00,N,O,1996-02-21,1996-01-03,1996-03-18,TAKE BACK RETURN,FOB,, regular tithe,
35,16194,461,2,34,37746.46,0.06,0.08,N,O,1996-01-22,1996-01-06,1996-01-27,DELIVER IN PERSON,RAIL,s are carefully against the f,
35,12090,877,3,7,7014.63,0.06,0.04,N,O,1996-01-19,1995-12-22,1996-01-29,NONE,MAIL, the carefully regular ,
35,8518,777,4,25,35662.75,0.06,0.05,N,O,1995-11-26,1995-12-25,1995-12-21,DELIVER IN PERSON,SHIP, quickly unti,
35,11992,515,5,34,64735.66,0.08,0.06,N,O,1995-11-08,1996-01-15,1995-11-26,COLLECT COD,MAIL,. silent, unusual deposits boost,
35,3077,331,6,28,27441.96,0.03,0.02,N,O,1996-02-01,1995-12-24,1996-02-28,COLLECT COD,RAIL,ly alongside of ,
36,11977,978,1,42,79336.74,0.09,0.00,N,O,1996-02-03,1996-01-21,1996-02-23,COLLECT COD,SHIP, careful courts. special ,
37,2263,516,1,40,46610.40,0.09,0.03,A,F,1992-07-21,1992-08-01,1992-08-15,NONE,REG AIR,luffily regular requests. slyly final acco,
37,12679,204,2,39,62075.13,0.05,0.02,A,F,1992-07-02,1992-08-18,1992-07-28,TAKE BACK RETURN,RAIL,the final requests. ca,
37,1291,543,3,43,51268.47,0.05,0.08,A,F,1992-07-10,1992-07-06,1992-08-02,DELIVER IN PERSON,TRUCK,iously ste,
38,17584,119,1,44,66069.52,0.04,0.02,N,O,1996-09-29,1996-11-17,1996-09-30,COLLECT COD,MAIL,s. blithely unusual theodolites am,
39,232,983,1,44,49818.12,0.09,0.06,N,O,1996-11-14,1996-12-15,1996-12-12,COLLECT COD,RAIL,eodolites. careful,
39,18659,464,2,26,41018.90,0.08,0.04,N,O,1996-11-04,1996-10-20,1996-11-20,NONE,FOB,ckages across the slyly silent,
39,6784,553,3,46,77775.88,0.06,0.08,N,O,1996-09-26,1996-12-19,1996-10-26,DELIVER IN PERSON,AIR,he carefully e,
39,2059,312,4,32,30753.60,0.07,0.05,N,O,1996-10-02,1996-12-19,1996-10-14,COLLECT COD,MAIL,heodolites sleep silently pending foxes. ac,
39,5452,963,5,43,58370.35,0.01,0.01,N,O,1996-10-17,1996-11-14,1996-10-26,COLLECT COD,MAIL,yly regular i,
39,9437,697,6,40,53857.20,0.06,0.05,N,O,1996-12-08,1996-10-22,1997-01-01,COLLECT COD,AIR,quickly ironic fox,
64,8596,597,1,21,31596.39,0.05,0.02,R,F,1994-09-30,1994-09-18,1994-10-26,DELIVER IN PERSON,REG AIR,ch slyly final, thin platelets.,
65,5970,481,1,26,48775.22,0.03,0.03,A,F,1995-04-20,1995-04-25,1995-05-13,NONE,TRUCK,pending deposits nag even packages. ca,
65,7382,897,2,22,28366.36,0.00,0.05,N,O,1995-07-17,1995-06-04,1995-07-19,COLLECT COD,FOB, ideas. special, r,
65,139,390,3,21,21821.73,0.09,0.07,N,O,1995-07-06,1995-05-14,1995-07-31,DELIVER IN PERSON,RAIL,bove the even packages. accounts nag carefu,
66,11512,774,1,31,44128.81,0.00,0.08,R,F,1994-02-19,1994-03-11,1994-02-20,TAKE BACK RETURN,RAIL,ut the unusual accounts sleep at the bo,
66,17349,350,2,41,51919.94,0.04,0.07,A,F,1994-02-21,1994-03-01,1994-03-18,COLLECT COD,AIR, regular de,
67,2164,921,1,4,4264.64,0.09,0.04,N,O,1997-04-17,1997-01-31,1997-04-20,NONE,SHIP, cajole thinly expres,
67,2020,525,2,12,11064.24,0.09,0.05,N,O,1997-01-27,1997-02-21,1997-02-22,NONE,REG AIR, even packages cajole,
67,17360,628,3,5,6386.80,0.03,0.07,N,O,1997-02-20,1997-02-12,1997-02-21,DELIVER IN PERSON,TRUCK,y unusual packages thrash pinto ,
67,8752,753,4,44,73073.00,0.08,0.06,N,O,1997-03-18,1997-01-29,1997-04-13,DELIVER IN PERSON,RAIL,se quickly above the even, express reques,
67,4062,825,5,23,22219.38,0.05,0.07,N,O,1997-04-19,1997-02-14,1997-05-06,DELIVER IN PERSON,REG AIR,ly regular deposit,
67,17831,99,6,29,50716.07,0.02,0.05,N,O,1997-01-25,1997-01-27,1997-01-27,DELIVER IN PERSON,FOB,ultipliers ,
68,707,958,1,3,4823.10,0.05,0.02,N,O,1998-07-04,1998-06-05,1998-07-21,NONE,RAIL,fully special instructions cajole. furious,
68,17518,320,2,46,66033.46,0.02,0.05,N,O,1998-06-26,1998-06-07,1998-07-05,NONE,MAIL, requests are unusual, regular pinto ,
68,3498,752,3,46,64468.54,0.04,0.05,N,O,1998-08-13,1998-07-08,1998-08-29,NONE,RAIL,egular dependencies affix ironically along ,
68,9473,251,4,20,27649.40,0.07,0.01,N,O,1998-06-27,1998-05-23,1998-07-02,NONE,REG AIR, excuses integrate fluffily ,
68,8276,535,5,27,31975.29,0.03,0.06,N,O,1998-06-19,1998-06-25,1998-06-29,DELIVER IN PERSON,SHIP,ccounts. deposits use. furiously,
68,10257,518,6,30,35017.50,0.05,0.06,N,O,1998-08-11,1998-07-11,1998-08-14,NONE,RAIL,oxes are slyly blithely fin,
68,13925,189,7,41,75395.72,0.09,0.08,N,O,1998-06-24,1998-06-27,1998-07-06,NONE,SHIP,eposits nag special ideas. furiousl,
69,11521,783,1,48,68760.96,0.01,0.07,A,F,1994-08-17,1994-08-11,1994-09-08,NONE,TRUCK,regular epitaphs. carefully even ideas hag,
69,10418,939,2,32,42509.12,0.08,0.06,A,F,1994-08-24,1994-08-17,1994-08-31,NONE,REG AIR,s sleep carefully bold, ,
69,13727,517,3,17,27892.24,0.09,0.00,A,F,1994-07-02,1994-07-07,1994-07-03,TAKE BACK RETURN,AIR,final, pending instr,
69,3751,258,4,3,4964.25,0.09,0.04,R,F,1994-06-06,1994-07-27,1994-06-15,NONE,MAIL, blithely final d,
69,9207,726,5,42,46880.40,0.07,0.04,R,F,1994-07-31,1994-07-26,1994-08-28,DELIVER IN PERSON,REG AIR,tect regular, speci,
69,1851,103,6,23,40315.55,0.05,0.00,A,F,1994-10-03,1994-08-06,1994-10-24,NONE,SHIP,nding accounts ca,
70,6413,926,1,8,10555.28,0.03,0.08,R,F,1994-01-12,1994-02-27,1994-01-14,TAKE BACK RETURN,FOB,ggle. carefully pending dependenc,
70,19616,155,2,13,19962.93,0.06,0.06,A,F,1994-03-03,1994-02-13,1994-03-26,COLLECT COD,AIR,lyly special packag,
70,17981,783,3,1,1898.98,0.03,0.05,R,F,1994-01-26,1994-03-05,1994-01-28,TAKE BACK RETURN,RAIL,quickly. fluffily unusual theodolites c,
70,4574,83,4,11,16264.27,0.01,0.05,A,F,1994-03-17,1994-03-17,1994-03-27,NONE,MAIL,alongside of the deposits. fur,
70,3714,221,5,37,59855.27,0.09,0.04,R,F,1994-02-13,1994-03-16,1994-02-21,COLLECT COD,MAIL,n accounts are. q,
70,5566,332,6,19,27959.64,0.06,0.03,A,F,1994-01-26,1994-02-17,1994-02-06,TAKE BACK RETURN,SHIP, packages wake pending accounts.,
71,6194,195,1,25,27504.75,0.09,0.07,N,O,1998-04-10,1998-04-22,1998-04-11,COLLECT COD,FOB,ckly. slyly,
71,6592,361,2,3,4495.77,0.09,0.07,N,O,1998-05-23,1998-04-03,1998-06-02,COLLECT COD,SHIP,y. pinto beans haggle after the,
71,3444,204,3,45,60634.80,0.00,0.07,N,O,1998-02-23,1998-03-20,1998-03-24,DELIVER IN PERSON,SHIP, ironic packages believe blithely a,
71,9665,925,4,33,51963.78,0.00,0.01,N,O,1998-04-12,1998-03-20,1998-04-15,NONE,FOB, serve quickly fluffily bold deposi,
71,10326,587,5,39,48216.48,0.08,0.06,N,O,1998-01-29,1998-04-07,1998-02-18,DELIVER IN PERSON,RAIL,l accounts sleep across the pack,
71,19564,103,6,34,50441.04,0.04,0.01,N,O,1998-03-05,1998-04-22,1998-03-30,DELIVER IN PERSON,TRUCK,s cajole. ,
96,12308,95,1,23,28066.90,0.10,0.06,A,F,1994-07-19,1994-06-29,1994-07-25,DELIVER IN PERSON,TRUCK,ep-- carefully reg,
96,13539,540,2,30,43575.90,0.01,0.06,R,F,1994-06-03,1994-05-29,1994-06-22,DELIVER IN PERSON,TRUCK,e quickly even ideas. furiou,
97,11948,210,1,13,24179.22,0.00,0.02,R,F,1993-04-01,1993-04-04,1993-04-08,NONE,TRUCK,ayers cajole against the furiously,
97,4957,212,2,37,68892.15,0.02,0.06,A,F,1993-04-13,1993-03-30,1993-04-14,DELIVER IN PERSON,SHIP,ic requests boost carefully quic,
97,7770,542,3,19,31877.63,0.06,0.08,R,F,1993-05-14,1993-03-05,1993-05-25,TAKE BACK RETURN,RAIL,gifts. furiously ironic packages cajole. ,
98,4022,23,1,28,25928.56,0.06,0.07,A,F,1994-12-24,1994-10-25,1995-01-16,COLLECT COD,REG AIR, pending, regular accounts s,
98,10975,756,2,1,1885.97,0.00,0.00,A,F,1994-12-01,1994-12-12,1994-12-15,DELIVER IN PERSON,TRUCK,. unusual instructions against,
98,4471,472,3,14,19256.58,0.05,0.02,A,F,1994-12-30,1994-11-22,1995-01-27,COLLECT COD,AIR, cajole furiously. blithely ironic ideas ,
